EventResidentCounty,Individuals Tested,Individuals Positive,Total Recovered,Total Deaths
Polk,198179,34302,21935,339
Linn,86688,14547,7526,166
Scott,62731,11542,5947,87
Johnson,59063,9739,6536,37
Black Hawk,52726,11159,7086,137
Woodbury,45081,10493,8056,130
Dubuque,44363,9349,6300,93
Story,41913,6912,4480,22
Dallas,38798,6493,4044,57
Pottawattamie,34966,6573,3804,71
Warren,19896,2892,1574,14
Cerro Gordo,17834,3658,1845,48
Webster,17036,3701,2254,36
Clinton,15881,3391,1834,44
Des Moines,15645,2967,1804,21
Marshall,15608,3547,2431,46
Muscatine,15588,2962,1690,69
Jasper,12668,2270,1423,44
Wapello,12096,2622,1697,72
Sioux,11951,3755,2805,26
Buena Vista,11873,3115,2415,14
Lee,11390,2094,1204,17
Marion,10904,2083,1283,22
Plymouth,10104,2806,1942,42
Boone,9516,1406,863,11
Benton,9460,1730,843,21
Carroll,8747,2014,1320,22
Bremer,8678,1986,965,12
Washington,8529,1473,793,15
Pending Investigation,8448,700,6,0
Henry,7987,1894,1246,7
Dickinson,7800,1420,888,11
Jones,7620,2345,1280,17
Mahaska,7420,1314,830,27
Buchanan,7008,1210,620,10
Winneshiek,6963,1012,580,13
Crawford,6867,1790,1449,16
Fayette,6603,1076,533,10
Cedar,6570,1115,603,13
Jackson,6536,1474,926,13
Tama,6404,1563,1075,40
Wright,6233,1292,880,7
Poweshiek,6225,1014,611,13
Hardin,6141,1189,629,10
Clay,6068,1203,655,4
Iowa,6055,992,529,13
Delaware,6010,1456,951,21
Mills,5928,1078,556,7
Floyd,5768,1089,524,17
Kossuth,5629,1114,552,7
Hamilton,5523,1165,538,10
Jefferson,5360,739,339,2
Madison,5219,713,425,4
Butler,5119,1050,526,6
Clayton,5077,1133,648,8
Union,5021,808,317,6
O'Brien,4954,1323,886,31
Harrison,4695,1106,757,30
Page,4595,1160,598,4
Winnebago,4595,942,565,24
Cass,4544,825,527,24
Allamakee,4340,851,463,11
Hancock,4290,889,482,7
Appanoose,4289,804,339,12
Cherokee,4273,924,495,4
Calhoun,4270,1089,413,7
Grundy,4235,881,446,11
Mitchell,4176,827,365,5
Guthrie,4149,769,473,15
Louisa,4092,887,583,18
Sac,4091,889,480,8
Chickasaw,3957,886,729,4
Shelby,3779,784,471,11
Franklin,3741,746,428,21
Humboldt,3579,796,430,5
Emmet,3553,773,476,24
Palo Alto,3376,661,381,4
Lyon,3352,1057,634,8
Clarke,3295,495,382,4
Greene,3164,538,244,1
Howard,3149,579,295,9
Montgomery,3007,491,238,11
Keokuk,2958,630,264,7
Monona,2758,445,292,4
Pocahontas,2739,588,304,4
Adair,2645,445,253,8
Worth,2635,378,191,0
Lucas,2558,335,228,6
Decatur,2416,325,206,0
Ida,2309,526,278,13
Davis,2255,477,250,9
Monroe,2218,450,285,13
Van Buren,1975,369,217,5
Fremont,1970,372,239,3
Taylor,1918,473,294,3
Osceola,1839,539,345,1
Audubon,1826,302,214,2
Ringgold,1736,231,111,2
Wayne,1645,305,192,7
Adams,1121,177,93,2
