EventResidentCounty,Individuals Tested,Individuals Positive,Total Recovered,Total Deaths
Polk,142473,17186,14615,276
Linn,56397,4676,3517,121
Johnson,42790,5469,4807,29
Scott,41366,3607,2541,29
Black Hawk,38008,4920,4112,96
Woodbury,34642,6387,4589,78
Dubuque,32956,4175,2478,48
Story,31624,3712,3143,17
Dallas,27919,3112,2567,40
Pottawattamie,23812,2654,1976,43
Warren,13779,1062,909,6
Webster,13180,1558,1223,14
Cerro Gordo,12340,1180,965,23
Marshall,12061,1869,1714,36
Clinton,10791,1276,986,25
Muscatine,10584,1228,994,57
Des Moines,10040,1012,686,9
Buena Vista,9878,2137,1891,12
Wapello,8920,1426,1301,59
Jasper,8908,967,668,35
Sioux,8753,2100,1118,8
Marion,7628,872,786,9
Lee,7616,776,557,9
Plymouth,7408,1374,922,24
Boone,6978,616,427,8
Carroll,6419,914,563,6
Benton,6067,414,256,1
Bremer,5831,564,429,7
Dickinson,5779,635,445,7
Washington,5732,556,403,11
Henry,5696,909,469,5
Crawford,5659,1226,916,11
Mahaska,5478,521,349,21
Buchanan,4875,351,213,1
Tama,4843,853,701,35
Wright,4804,660,557,1
Winneshiek,4701,388,290,9
Fayette,4539,286,172,2
Pending Investigation,4408,25,0,0
Jackson,4398,455,274,3
Jones,4375,357,222,3
Iowa,4372,318,166,2
Cedar,4335,303,207,3
Delaware,4319,576,458,6
Clay,4231,435,261,4
Poweshiek,4230,392,277,11
Hardin,4187,373,280,3
Floyd,4165,391,349,9
Mills,4162,292,148,1
Hamilton,4009,388,327,3
Kossuth,3918,376,195,0
Madison,3882,310,200,2
Butler,3634,322,285,2
Clayton,3536,316,275,3
Union,3463,189,117,3
O'Brien,3397,513,263,9
Harrison,3292,453,192,5
Winnebago,3260,364,247,16
Cass,3165,235,191,2
Page,3150,294,222,0
Jefferson,3128,171,128,1
Cherokee,3127,334,169,2
Allamakee,3126,296,219,8
Grundy,3018,256,186,4
Mitchell,2994,210,170,0
Sac,2986,335,157,1
Guthrie,2977,337,200,13
Appanoose,2894,183,134,3
Calhoun,2834,241,199,3
Louisa,2834,464,391,15
Hancock,2831,249,203,4
Chickasaw,2803,309,285,1
Franklin,2732,362,325,18
Shelby,2630,310,276,1
Humboldt,2526,247,203,3
Clarke,2502,289,244,3
Emmet,2494,353,228,11
Palo Alto,2392,260,158,0
Greene,2318,151,76,0
Lyon,2273,474,211,5
Howard,2245,213,169,7
Montgomery,2126,133,102,5
Monona,2084,199,126,1
Pocahontas,1919,191,150,2
Keokuk,1876,132,86,1
Worth,1838,119,96,0
Lucas,1808,166,118,6
Adair,1747,99,56,1
Decatur,1704,102,55,0
Ida,1659,157,77,2
Monroe,1534,198,123,11
Davis,1453,145,107,4
Fremont,1421,164,73,0
Taylor,1394,199,137,1
Audubon,1321,116,44,1
Van Buren,1308,140,114,1
Ringgold,1266,65,52,2
Wayne,1221,103,89,3
Osceola,1206,211,114,0
Adams,743,55,30,0
