EventResidentCounty,Individuals Tested,Individuals Positive,Total Recovered,Total Deaths
Polk,120247,14626,10898,252
Linn,45354,3487,2740,100
Johnson,36111,4793,2210,26
Scott,33247,2516,1885,25
Black Hawk,31733,4168,3249,81
Story,27805,3114,1381,17
Woodbury,26748,4517,3786,58
Dubuque,26465,2374,1790,37
Dallas,23353,2586,1980,38
Pottawattamie,19246,1820,1541,36
Warren,11369,902,599,6
Webster,11100,1143,693,14
Cerro Gordo,10419,933,652,21
Marshall,10207,1739,1486,32
Buena Vista,8774,1897,1790,12
Clinton,8726,989,529,16
Muscatine,8652,1033,851,52
Des Moines,7839,684,278,6
Wapello,7523,1187,1013,56
Jasper,6854,677,479,31
Sioux,6202,1072,701,3
Marion,6140,655,367,3
Plymouth,5808,925,506,20
Lee,5561,548,170,6
Boone,5420,408,289,5
Carroll,4986,543,239,5
Dickinson,4729,451,385,6
Bremer,4680,424,241,7
Crawford,4541,908,752,4
Benton,4482,240,172,1
Henry,4453,459,166,4
Washington,4277,389,319,11
Mahaska,4277,289,185,18
Tama,4080,670,542,30
Wright,4028,540,481,1
Buchanan,3867,206,147,1
Fayette,3553,168,104,1
Winneshiek,3519,259,149,5
Floyd,3517,260,205,3
Jackson,3458,260,170,2
Iowa,3453,157,100,1
Jones,3441,215,146,3
Delaware,3439,280,245,3
Hamilton,3382,305,246,3
Cedar,3345,200,136,1
Mills,3317,147,102,1
Hardin,3306,260,191,1
Clay,3303,253,218,3
Poweshiek,3144,217,173,8
Madison,3121,183,145,2
Butler,2956,239,213,2
Clayton,2935,214,179,3
Kossuth,2903,163,105,0
Union,2769,104,83,3
Winnebago,2656,200,114,10
Allamakee,2600,215,159,5
O'Brien,2563,252,148,8
Jefferson,2546,126,92,1
Mitchell,2506,162,82,0
Grundy,2496,178,92,2
Page,2453,132,118,0
Guthrie,2384,198,148,5
Hancock,2345,168,148,2
Franklin,2331,321,268,17
Chickasaw,2307,189,88,0
Appanoose,2307,111,91,3
Sac,2280,143,91,0
Cherokee,2274,159,131,2
Cass,2271,122,113,2
Louisa,2269,404,363,14
Harrison,2223,161,142,2
Calhoun,2180,148,101,2
Shelby,2121,234,222,1
Clarke,2032,249,209,3
Humboldt,2017,164,99,2
Emmet,1971,236,195,9
Palo Alto,1904,139,102,0
Howard,1812,171,81,4
Montgomery,1697,83,78,5
Greene,1632,71,42,0
Pocahontas,1542,146,116,2
Monona,1505,116,93,1
Worth,1477,95,72,0
Lyon,1475,187,152,3
Pending Investigation,1464,34,0,0
Keokuk,1461,81,41,1
Adair,1405,56,40,1
Lucas,1380,117,73,6
Decatur,1317,54,29,0
Ida,1304,68,34,0
Monroe,1222,132,74,8
Davis,1128,106,67,4
Taylor,1113,116,108,1
Van Buren,1102,108,40,1
Ringgold,1008,37,30,2
Wayne,956,73,44,2
Audubon,952,43,29,1
Fremont,949,68,45,0
Osceola,800,104,90,0
Adams,563,26,21,0
