County,Individuals Tested,Individuals Positive,Total Recovered,Total Deaths,Underlying Cause Deaths,Contributing Factor Deaths
Polk,213146,39295,31398,396,360,36
Linn,92654,15976,13259,231,217,14
Scott,68121,13490,10390,139,131,8
Johnson,62942,10604,8982,45,41,4
Black Hawk,55761,12217,10350,207,194,13
Woodbury,48442,11823,9946,159,149,10
Dubuque,46840,10234,8743,133,126,7
Story,44628,7704,6494,26,22,4
Dallas,41915,7479,5983,62,52,10
Pottawattamie,38316,7803,5903,87,79,8
Warren,21532,3500,2583,28,26,2
Cerro Gordo,19196,4149,3245,56,48,8
Webster,18112,4224,3366,56,50,6
Clinton,17264,3937,3074,52,47,5
Muscatine,16942,3408,2684,72,65,7
Des Moines,16867,3365,2685,31,28,3
Marshall,16486,3875,3295,53,50,3
Jasper,13973,2674,2030,50,48,2
Wapello,13254,2974,2358,90,88,2
Sioux,12937,4192,3581,41,40,1
Buena Vista,12563,3535,2918,22,19,3
Lee,12541,2712,1906,23,19,4
Marion,11973,2495,1926,40,35,5
Plymouth,10994,3238,2589,46,40,6
Boone,10453,1727,1302,15,13,2
Benton,10033,1924,1577,34,30,4
Carroll,9325,2252,1871,27,21,6
Washington,9266,1746,1291,27,26,1
Bremer,9265,2183,1820,40,37,3
Pending Investigation,8948,457,388,0,0,0
Henry,8937,2396,1796,21,21,0
Dickinson,8485,1638,1270,13,11,2
Mahaska,8127,1582,1185,32,30,2
Jones,8034,2521,2231,38,37,1
Winneshiek,7713,1293,891,17,15,2
Buchanan,7450,1373,1099,16,15,1
Crawford,7229,2005,1696,17,14,3
Fayette,7120,1242,968,15,14,1
Jackson,7113,1719,1417,29,28,1
Cedar,7095,1308,996,17,16,1
Tama,6795,1694,1430,55,53,2
Clay,6700,1485,1072,11,8,3
Poweshiek,6676,1142,931,22,21,1
Hardin,6652,1389,1077,24,22,2
Wright,6647,1462,1160,14,12,2
Iowa,6437,1102,856,19,19,0
Delaware,6424,1583,1353,28,27,1
Mills,6413,1235,1018,13,12,1
Floyd,6168,1232,939,31,23,8
Kossuth,6135,1441,938,25,24,1
Hamilton,5990,1393,1023,21,21,0
Jefferson,5830,909,653,20,19,1
Madison,5715,884,647,8,7,1
Clayton,5474,1298,1021,36,32,4
Butler,5448,1187,929,16,15,1
O'Brien,5422,1530,1236,48,44,4
Union,5406,971,698,16,16,0
Harrison,5192,1327,999,51,48,3
Cass,4966,982,740,38,36,2
Page,4952,1316,1153,13,13,0
Winnebago,4879,1071,852,28,23,5
Allamakee,4781,1090,715,19,15,4
Cherokee,4681,1144,756,18,16,2
Hancock,4664,1101,796,23,19,4
Appanoose,4655,914,734,34,34,0
Grundy,4489,1000,789,14,12,2
Calhoun,4478,1157,989,9,9,0
Guthrie,4466,881,696,22,17,5
Mitchell,4443,957,711,24,24,0
Louisa,4358,1002,795,23,19,4
Sac,4336,999,764,11,11,0
Chickasaw,4216,992,806,10,9,1
Shelby,4137,897,710,23,23,0
Emmet,4028,940,728,23,22,1
Franklin,4018,849,669,17,16,1
Humboldt,3809,905,711,18,15,3
Lyon,3646,1188,953,21,19,2
Palo Alto,3643,779,604,6,6,0
Clarke,3585,591,456,6,6,0
Howard,3415,661,487,15,11,4
Greene,3413,616,491,7,7,0
Montgomery,3369,671,430,13,12,1
Keokuk,3228,754,537,19,19,0
Monona,2995,526,394,14,13,1
Pocahontas,2912,669,512,8,8,0
Lucas,2876,470,305,7,7,0
Adair,2866,544,407,17,13,4
Worth,2861,468,340,2,2,0
Decatur,2625,393,312,3,3,0
Ida,2570,664,435,21,20,1
Davis,2489,604,448,18,17,1
Monroe,2462,558,415,16,15,1
Van Buren,2143,435,348,11,10,1
Fremont,2141,442,359,5,3,2
Taylor,2068,517,430,8,7,1
Osceola,1982,600,500,6,6,0
Audubon,1959,343,280,7,7,0
Ringgold,1888,339,186,7,6,1
Wayne,1763,352,279,21,17,4
Adams,1225,230,155,2,2,0
,,,,1,1,0
