County,Individuals Tested,Individuals Positive,Total Recovered,Total Deaths,Underlying Cause Deaths,Contributing Factor Deaths
Polk,222319,42188,36245,419,380,39
Linn,96189,16862,15125,251,234,17
Scott,70708,14366,12456,153,145,8
Johnson,65654,11356,10072,47,43,4
Black Hawk,57787,12946,11536,220,207,13
Woodbury,50179,12436,11122,171,157,14
Dubuque,48236,10759,9701,139,131,8
Story,46134,8115,7274,31,27,4
Dallas,43866,8096,6891,67,57,10
Pottawattamie,39986,8460,7178,102,91,11
Warren,22572,3919,3153,34,32,2
Cerro Gordo,19969,4378,3870,63,52,11
Webster,18652,4498,3897,65,58,7
Clinton,17966,4189,3624,56,50,6
Muscatine,17672,3633,3168,75,68,7
Des Moines,17420,3579,3151,35,32,3
Marshall,17061,4099,3698,57,54,3
Jasper,14619,2946,2409,54,52,2
Wapello,13808,3163,2712,93,91,2
Sioux,13389,4382,3945,44,43,1
Lee,13093,2932,2420,27,22,5
Buena Vista,12932,3756,3270,27,24,3
Marion,12627,2803,2218,49,42,7
Plymouth,11390,3397,3002,58,52,6
Boone,11016,1979,1570,15,13,2
Benton,10407,2008,1799,38,34,4
Pending Investigation,9994,785,396,0,0,0
Washington,9763,1962,1558,29,28,1
Carroll,9684,2422,2090,31,25,6
Bremer,9561,2291,2094,45,41,4
Henry,9223,2499,2223,28,28,0
Dickinson,8773,1743,1526,20,18,2
Mahaska,8532,1776,1364,35,32,3
Jones,8254,2617,2434,48,47,1
Winneshiek,8044,1401,1144,19,17,2
Buchanan,7700,1478,1290,17,16,1
Crawford,7435,2144,1878,22,19,3
Fayette,7429,1452,1146,21,20,1
Cedar,7385,1416,1193,19,18,1
Jackson,7373,1801,1613,29,28,1
Tama,7012,1784,1565,56,54,2
Poweshiek,6947,1228,1062,24,22,2
Clay,6928,1571,1328,15,11,4
Hardin,6896,1472,1281,26,24,2
Wright,6855,1545,1366,20,18,2
Iowa,6667,1156,1022,21,20,1
Delaware,6633,1653,1496,32,31,1
Mills,6627,1303,1148,15,14,1
Kossuth,6418,1574,1341,32,31,1
Floyd,6381,1302,1151,36,28,8
Hamilton,6237,1514,1252,24,24,0
Jefferson,6155,1056,813,20,19,1
Madison,6014,999,801,8,7,1
Clayton,5736,1424,1215,46,39,7
Butler,5678,1310,1123,23,20,3
O'Brien,5596,1614,1418,53,49,4
Union,5573,1039,903,19,19,0
Harrison,5442,1465,1165,59,56,3
Cass,5201,1065,867,39,37,2
Page,5114,1387,1258,14,13,1
Winnebago,5045,1116,977,28,23,5
Allamakee,4978,1210,946,26,22,4
Cherokee,4974,1280,1033,22,20,2
Hancock,4883,1199,962,24,19,5
Appanoose,4871,997,860,36,36,0
Grundy,4703,1115,911,20,15,5
Guthrie,4698,976,816,23,18,5
Mitchell,4661,1063,871,31,31,0
Calhoun,4609,1193,1112,9,9,0
Louisa,4530,1089,917,24,20,4
Sac,4480,1054,940,14,14,0
Chickasaw,4389,1054,942,11,10,1
Shelby,4332,967,822,25,25,0
Franklin,4202,926,776,17,16,1
Emmet,4179,1030,845,27,26,1
Humboldt,3974,993,839,18,15,3
Clarke,3825,712,532,6,6,0
Lyon,3821,1269,1112,25,23,2
Palo Alto,3751,836,715,8,8,0
Howard,3585,757,589,17,13,4
Montgomery,3538,777,563,16,15,1
Greene,3524,656,569,7,7,0
Keokuk,3367,805,700,25,25,0
Monona,3098,558,489,16,15,1
Lucas,3092,602,364,8,8,0
Pocahontas,3022,744,616,12,12,0
Worth,3019,539,414,3,2,1
Adair,2979,620,487,17,13,4
Decatur,2783,442,361,4,4,0
Monroe,2698,707,472,17,16,1
Ida,2678,711,590,29,28,1
Davis,2623,652,543,20,19,1
Fremont,2223,474,413,5,3,2
Van Buren,2223,463,405,12,11,1
Taylor,2131,547,483,9,7,2
Audubon,2095,392,318,7,7,0
Osceola,2048,619,567,8,7,1
Ringgold,1954,376,302,8,7,1
Wayne,1848,392,317,21,17,4
Adams,1299,272,199,2,2,0
